"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"SQ_CANDIDATO";"NR_CANDIDATO";"NM_CANDIDATO";"NM_URNA_CANDIDATO";"NM_SOCIAL_CANDIDATO";"CD_SITUACAO_CANDIDATURA";"DS_SITUACAO_CANDIDATURA";"CD_DETALHE_SITUACAO_CAND";"DS_DETALHE_SITUACAO_CAND";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"CD_SIT_TOT_TURNO";"DS_SIT_TOT_TURNO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03085";"RORAINÓPOLIS";"8";"7";"Deputado Estadual";"230000609334";"43555";"OZELIO IZIDORIO MESSIAS";"OZELIO MACUXI";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"43";"PV";"Partido Verde";"230000050242";"PARTIDO ISOLADO";"PV";"5";"SUPLENTE";"N";"2"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03085";"RORAINÓPOLIS";"8";"7";"Deputado Estadual";"230000603173";"10432";"CLERISMAR FONSECA PEREIRA";"CLERISMAR FONSECA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"10";"PRB";"Partido Republicano Brasileiro";"230000050090";"PRA FRENTE RORAIMA";"PRB / PSC";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03077";"BONFIM";"5";"7";"Deputado Estadual";"230000609343";"43300";"MANOEL LEOCADIO DE MENEZES";"CORONEL LEOCADIO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"43";"PV";"Partido Verde";"230000050242";"PARTIDO ISOLADO";"PV";"5";"SUPLENTE";"N";"3"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03042";"AMAJARI";"7";"6";"Deputado Federal";"230000602392";"7744";"LUIS BARBOSA ALVES";"LUIZINHO DA TABELA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"77";"SOLIDARIEDADE";"Solidariedade";"230000050066";"UNIDOS POR RORAIMA ";"MDB / PSD / SOLIDARIEDADE / DC";"5";"SUPLENTE";"N";"18"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03042";"AMAJARI";"7";"7";"Deputado Estadual";"230000616416";"11123";"MARLON MAIA DA SILVA";"MARLON DA MIRAGE";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"11";"PP";"Partido Progressista";"230000050438";"NA LUTA POR RORAIMA II";"PDT / PP / PC do B";"5";"SUPLENTE";"N";"17"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03158";"SÃO LUIZ";"4";"7";"Deputado Estadual";"230000616416";"11123";"MARLON MAIA DA SILVA";"MARLON DA MIRAGE";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"11";"PP";"Partido Progressista";"230000050438";"NA LUTA POR RORAIMA II";"PDT / PP / PC do B";"5";"SUPLENTE";"N";"8"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03085";"RORAINÓPOLIS";"8";"7";"Deputado Estadual";"230000622394";"35190";"DEYVID DA CONCEIÇÃO DUARTE";"DEYVID DUARTE";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"35";"PMB";"Partido da Mulher Brasileira";"230000050595";"PARTIDO ISOLADO";"PMB";"5";"SUPLENTE";"N";"5"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03000";"CAROEBE";"4";"6";"Deputado Federal";"230000615932";"4321";"ARLINDO MELO FILHO";"ARLINDO MELO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"43";"PV";"Partido Verde";"230000050425";"COMPROMISSO COM RORAIMA";"PTB / REDE / PV / PT";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03158";"SÃO LUIZ";"4";"7";"Deputado Estadual";"230000616051";"18789";"IRANI BARBOSA DOS SANTOS";"PROF. IRANI MACUXI";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"18";"REDE";"Rede Sustentabilidade";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"5";"SUPLENTE";"N";"6"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03115";"NORMANDIA";"5";"5";"Senador";"230000615949";"434";"RUDSON LEITE DA SILVA";"RUDSON LEITE";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"43";"PV";"Partido Verde";"230000050426";"DÊ UMA CHANCE PARA RORAIMA";"PTB / PV / REDE / PT";"4";"NÃO ELEITO";"N";"37"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03000";"CAROEBE";"4";"7";"Deputado Estadual";"230000622399";"35700";"MATEUS MOURA DE SOUSA";"MATEUS MOURA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"35";"PMB";"Partido da Mulher Brasileira";"230000050595";"PARTIDO ISOLADO";"PMB";"5";"SUPLENTE";"N";"10"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03069";"CANTÁ";"5";"7";"Deputado Estadual";"230000616014";"13456";"EVANGELISTA SOARES SIQUEIRA";"EVANGELISTA SIQUEIRA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"13";"PT";"Partido dos Trabalhadores";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"2";"ELEITO POR QP";"N";"99"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03042";"AMAJARI";"7";"7";"Deputado Estadual";"230000616039";"18174";"RODRIGO ALESSANDRO SANTANA DA SILVA";"RODRIGO SANTANA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"18";"REDE";"Rede Sustentabilidade";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"5";"SUPLENTE";"N";"3"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03000";"CAROEBE";"4";"7";"Deputado Estadual";"230000622395";"35789";"HILTON LOPES DE SOUZA";"HILTON LOPES";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"35";"PMB";"Partido da Mulher Brasileira";"230000050595";"PARTIDO ISOLADO";"PMB";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03026";"IRACEMA";"6";"6";"Deputado Federal";"230000615943";"1888";"CIRO CAMPOS DE SOUZA";"CIRO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"18";"REDE";"Rede Sustentabilidade";"230000050425";"COMPROMISSO COM RORAIMA";"PTB / REDE / PV / PT";"5";"SUPLENTE";"N";"3"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03123";"PACARAIMA";"7";"7";"Deputado Estadual";"230000602192";"36110";"FRANCK AUGUSTO RODRIGUES SILVA";"FRANCK RODRIGUES";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"36";"PTC";"Partido Trabalhista Cristão";"230000050060";"PARTIDO ISOLADO";"PTC";"5";"SUPLENTE";"N";"5"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03085";"RORAINÓPOLIS";"8";"7";"Deputado Estadual";"230000622399";"35700";"MATEUS MOURA DE SOUSA";"MATEUS MOURA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"35";"PMB";"Partido da Mulher Brasileira";"230000050595";"PARTIDO ISOLADO";"PMB";"5";"SUPLENTE";"N";"13"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03000";"CAROEBE";"4";"7";"Deputado Estadual";"230000605266";"45321";"DARCLEY RAMOS PRINTES";"DARCLEY DO CASARÃO DO MILHO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"230000050154";"TODOS POR RORAIMA 2";"PPS / DEM / PSDB";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03026";"IRACEMA";"6";"7";"Deputado Estadual";"230000625984";"31031";"MARIA DE FATIMA ALVES DA SILVA";"IRMÃ FÁTIMA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"31";"PHS";"Partido Humanista da Solidariedade";"230000050707";"JUNTOS NÓS PODEMOS";"PODE / PHS";"5";"SUPLENTE";"N";"2"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03069";"CANTÁ";"5";"7";"Deputado Estadual";"230000616057";"14789";"JOSÉ MONTEIRO DA CUNHA";"PATRÍCIO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"14";"PTB";"Partido Trabalhista Brasileiro";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03093";"MUCAJAÍ";"6";"7";"Deputado Estadual";"230000625974";"19333";"CARLA CRISTINA ROCHA";"CARLA CRISTINA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"19";"PODE";"Podemos";"230000050707";"JUNTOS NÓS PODEMOS";"PODE / PHS";"5";"SUPLENTE";"N";"7"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03042";"AMAJARI";"7";"7";"Deputado Estadual";"230000616012";"14123";"DAYSE NAYARA GONÇALVES DIAS";"DAYSE DIAS";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"14";"PTB";"Partido Trabalhista Brasileiro";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"5";"SUPLENTE";"N";"2"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03107";"UIRAMUTÃ";"7";"7";"Deputado Estadual";"230000625975";"19123";"HÉLIO LUNIERE NOGUEIRA";"HÉLIO NOGUEIRA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"19";"PODE";"Podemos";"230000050707";"JUNTOS NÓS PODEMOS";"PODE / PHS";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03085";"RORAINÓPOLIS";"8";"6";"Deputado Federal";"230000627868";"4456";"MARIA APARECIDA PARENTE ";"JACQUELINE PARENTE ";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"44";"PRP";"Partido Republicano Progressista";"230000050093";"JUNTOS POR RORAIMA ";"AVANTE / PRP / PSB";"4";"NÃO ELEITO";"N";"3"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03115";"NORMANDIA";"5";"7";"Deputado Estadual";"230000616041";"18111";"IVALDO ANDRÉ";"IVALDO ANDRÉ MACUXÍ";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"18";"REDE";"Rede Sustentabilidade";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"5";"SUPLENTE";"N";"3"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03034";"CARACARAÍ";"2";"7";"Deputado Estadual";"230000616051";"18789";"IRANI BARBOSA DOS SANTOS";"PROF. IRANI MACUXI";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"18";"REDE";"Rede Sustentabilidade";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"5";"SUPLENTE";"N";"2"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03069";"CANTÁ";"5";"7";"Deputado Estadual";"230000626000";"19005";"JOSE FERREIRA DE SOUZA";"PATRICK DA APICULTURA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"19";"PODE";"Podemos";"230000050707";"JUNTOS NÓS PODEMOS";"PODE / PHS";"5";"SUPLENTE";"N";"3"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03158";"SÃO LUIZ";"4";"7";"Deputado Estadual";"230000616023";"14231";"MÁRIO NICÁCIO";"MÁRIO NICÁCIO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"14";"PTB";"Partido Trabalhista Brasileiro";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"5";"SUPLENTE";"N";"9"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03093";"MUCAJAÍ";"6";"7";"Deputado Estadual";"230000625989";"19555";"VANILSON SILVA E SILVA";"NEGÃO VS";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"19";"PODE";"Podemos";"230000050707";"JUNTOS NÓS PODEMOS";"PODE / PHS";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03085";"RORAINÓPOLIS";"8";"7";"Deputado Estadual";"230000625990";"19000";"FRANKLIN DOS SANTOS SANTANA JÚNIOR";"FRANKLIN JÚNIOR";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"19";"PODE";"Podemos";"230000050707";"JUNTOS NÓS PODEMOS";"PODE / PHS";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03018";"BOA VISTA";"5";"7";"Deputado Estadual";"230000602178";"15150";"ROBERTO SIFUENTES LOPES JÚNIOR";"MINGAL PREPARAÇÕES";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"230000050059";"PARTIDO ISOLADO";"MDB";"5";"SUPLENTE";"N";"215"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03093";"MUCAJAÍ";"6";"7";"Deputado Estadual";"230000602177";"15456";"SILVESTRE CABRAL DA SILVA";"SILVESTRE CABRAL";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"230000050059";"PARTIDO ISOLADO";"MDB";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03158";"SÃO LUIZ";"4";"7";"Deputado Estadual";"230000616024";"14192";"MELQUISEDEK DA SILVA MENEZES";"MELQUISEDEK";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"14";"PTB";"Partido Trabalhista Brasileiro";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"5";"SUPLENTE";"N";"11"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03018";"BOA VISTA";"1";"7";"Deputado Estadual";"230000625989";"19555";"VANILSON SILVA E SILVA";"NEGÃO VS";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"19";"PODE";"Podemos";"230000050707";"JUNTOS NÓS PODEMOS";"PODE / PHS";"5";"SUPLENTE";"N";"77"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03131";"SÃO JOÃO DA BALIZA";"4";"7";"Deputado Estadual";"230000625996";"19222";"WELLINGTON COSTA RODRIGUES DO Ó";"WELLINGTON DO Ó";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"19";"PODE";"Podemos";"230000050707";"JUNTOS NÓS PODEMOS";"PODE / PHS";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03042";"AMAJARI";"7";"7";"Deputado Estadual";"230000616040";"18555";"JOÃO RAIMUNDO DA SILVA";"JOÃO DO POVO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"18";"REDE";"Rede Sustentabilidade";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03018";"BOA VISTA";"5";"7";"Deputado Estadual";"230000625990";"19000";"FRANKLIN DOS SANTOS SANTANA JÚNIOR";"FRANKLIN JÚNIOR";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"19";"PODE";"Podemos";"230000050707";"JUNTOS NÓS PODEMOS";"PODE / PHS";"5";"SUPLENTE";"N";"117"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03123";"PACARAIMA";"7";"7";"Deputado Estadual";"230000616018";"13555";"FRANCISCO DAS CHAGAS BEZERRA DE LIMA";"CHAGAS ENFERMEIRO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"13";"PT";"Partido dos Trabalhadores";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03158";"SÃO LUIZ";"4";"6";"Deputado Federal";"230000603372";"4477";"CLAUDIA ANDREA DA SILVA AMORIN";"PROFESSORA CLAUDIA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"44";"PRP";"Partido Republicano Progressista";"230000050093";"JUNTOS POR RORAIMA ";"AVANTE / PRP / PSB";"4";"NÃO ELEITO";"N";"21"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03042";"AMAJARI";"7";"7";"Deputado Estadual";"230000616013";"14101";"ANTONIO PEREIRA DA SILVA NUNIS";"ANTONIO VIGILANTE";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"14";"PTB";"Partido Trabalhista Brasileiro";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"5";"SUPLENTE";"N";"2"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03018";"BOA VISTA";"5";"7";"Deputado Estadual";"230000602326";"40385";"ANGELA REGINA LIMA FERREIRA";"ANGELA LIMA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"40";"PSB";"Partido Socialista Brasileiro";"230000050064";"UNIDOS PARA VENCER ";"AVANTE / PSB";"5";"SUPLENTE";"N";"33"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03018";"BOA VISTA";"5";"6";"Deputado Federal";"230000615938";"1412";"IONE NEVES CUNHA";"IONE CUNHA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"14";"PTB";"Partido Trabalhista Brasileiro";"230000050425";"COMPROMISSO COM RORAIMA";"PTB / REDE / PV / PT";"5";"SUPLENTE";"N";"18"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03018";"BOA VISTA";"5";"7";"Deputado Estadual";"230000625976";"19666";"ANTONIO REIS MOURA";"MISSIONÁRIO ANTONIO REIS";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"19";"PODE";"Podemos";"230000050707";"JUNTOS NÓS PODEMOS";"PODE / PHS";"5";"SUPLENTE";"N";"18"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03131";"SÃO JOÃO DA BALIZA";"4";"6";"Deputado Federal";"230000627697";"1934";"FRANCISCO DAS CHAGAS DE OLIVEIRA FOGAÇA";"PASTOR FRANCISCO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"19";"PODE";"Podemos";"230000050767";"JUNTOS SOMOS FORTES";"PHS / PODE";"4";"NÃO ELEITO";"N";"14"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03093";"MUCAJAÍ";"6";"7";"Deputado Estadual";"230000616022";"14147";"MAURO SÉRGIO PEREIRA VIANA";"MAURO AGRO VIANA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"14";"PTB";"Partido Trabalhista Brasileiro";"230000050429";"SOMOS TODOS RORAIMA";"PTB / REDE / PT";"5";"SUPLENTE";"N";"1"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03042";"AMAJARI";"7";"7";"Deputado Estadual";"230000611688";"17444";"ISAMAR PESSOA RAMALHO JUNIOR";"JUNIOR RAMALHO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"17";"PSL";"Partido Social Liberal";"230000050316";"TODOS POR RORAIMA JÁ";"PSL / PRP";"5";"SUPLENTE";"N";"30"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03131";"SÃO JOÃO DA BALIZA";"4";"6";"Deputado Federal";"230000615929";"1313";"ANTONIA COSTA DA SILVA";"PROFESSORA ANTONIA COSTA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"13";"PT";"Partido dos Trabalhadores";"230000050425";"COMPROMISSO COM RORAIMA";"PTB / REDE / PV / PT";"5";"SUPLENTE";"N";"40"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03018";"BOA VISTA";"1";"6";"Deputado Federal";"230000615943";"1888";"CIRO CAMPOS DE SOUZA";"CIRO";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"18";"REDE";"Rede Sustentabilidade";"230000050425";"COMPROMISSO COM RORAIMA";"PTB / REDE / PV / PT";"5";"SUPLENTE";"N";"582"
"18/08/2019";"19:34:30";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"RR";"RR";"RORAIMA";"03069";"CANTÁ";"5";"6";"Deputado Federal";"230000615938";"1412";"IONE NEVES CUNHA";"IONE CUNHA";"#NULO#";"12";"APTO";"2";"DEFERIDO";"Coligação";"14";"PTB";"Partido Trabalhista Brasileiro";"230000050425";"COMPROMISSO COM RORAIMA";"PTB / REDE / PV / PT";"5";"SUPLENTE";"N";"1"
